taxonID,acceptedNameUsageID,parentNameUsageID,scientificName,scientificNameAuthorship,taxonRank,taxonomicStatus,nomenclaturalStatus,namePublishedIn,taxonRemarks,modified
1153409,1153409,1153400,"Karanemoura probata","Sinitshenkova, 1992","species","valid",,"Sinitshenkova. 1992. New stoneflies from the Upper Mesozoic of Yakutia (Insecta: Perlida -Plecoptera). Paleontologicheskii Zhurnal (Paleontol. Zh.) 1992:34-42","Jur.-Cret.","2013-07-20T16:40:00"
1153410,1153410,1153367,"Mogzonoperla","Sinitshenkova, 1985","genus","valid",,"Sinitshenkova. 1985. [Jurassic stoneflies of south Siberia and adjacent territories (Perlida = Plecoptera).]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 211:148-171",,"2013-07-20T16:40:00"
1153411,1153411,1153410,"Mogzonoperla truncata","Sinitshenkova, 1985","species","valid",,"Sinitshenkova. 1985. [Jurassic stoneflies of south Siberia and adjacent territories (Perlida = Plecoptera).]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 211:148-171",,"2013-07-20T16:40:00"
1153412,1153412,1153367,"Ramonemoura","Sinitshenkova, 1987","genus","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153413,1153413,1153412,"Ramonemoura constricta","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153414,1153414,1153367,"Spinoperla","Sinitshenkova, 1985","genus","valid",,"Sinitshenkova. 1985. [Jurassic stoneflies of south Siberia and adjacent territories (Perlida = Plecoptera).]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 211:148-171",,"2013-07-20T16:40:00"
1153415,1153415,1153414,"Spinoperla spinosa","Sinitshenkova, 1985","species","valid",,"Sinitshenkova. 1985. [Jurassic stoneflies of south Siberia and adjacent territories (Perlida = Plecoptera).]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 211:148-171",,"2013-07-20T16:40:00"
1153416,1153416,1153367,"Tritaniella","Sinitshenkova, 1987","genus","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153417,1153417,1153416,"Tritaniella mera","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144","type species","2013-07-20T16:40:00"
1153418,1153418,1153416,"Tritaniella pectinata","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153419,1153419,1153416,"Tritaniella perlonga","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153420,1153420,1153416,"Tritaniella synneura","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153421,1153421,1153367,"Rectonemoura","Hong, 1983","genus","valid",,"Hong. 1983. Beijang zhongzhu Inoshi kunchong huashi [Middle Jurassic fossil insects in north China.], Geological Publishing House, Peking 223",,"2013-07-20T16:40:00"
1153422,1153422,1153421,"Rectonemoura yujiagouensis","Hong, 1983","species","valid",,"Hong. 1983. Beijang zhongzhu Inoshi kunchong huashi [Middle Jurassic fossil insects in north China.], Geological Publishing House, Peking 223",,"2013-07-20T16:40:00"
1153423,1153423,1153367,"Sinotaeniopteryx","Hong, 1983","genus","valid",,"Hong. 1983.","English p. 173","2013-07-20T16:40:00"
1153424,1153424,1153423,"Sinotaeniopteryx chengdeensis","Hong, 1983","species","valid",,"Hong. 1983.","English p. 174","2013-07-20T16:40:00"
1153425,1153425,1153423,"Sinotaeniopteryx luanpingensis","Hong, 1983","species","valid",,"Hong. 1983.","English p. 174; type species","2013-07-20T16:40:00"
1153426,1153426,1153367,"Mesonemura","Brauer, Redtenbacher & Ganglbauer, 1889","genus","valid",,"Brauer, Friedrich, Redtenbacher & Ganglbauer. 1889. Fossile insekten aus der Juraformation Ost-Sibiriens. Memoires de l'Academie Imperiale des Sciences de St. Petersbourg 7 36(15):1-22",,"2013-07-20T16:40:00"
1153427,1153427,1153426,"Mesonemura maaki","Brauer, Redtenbacher & Ganglbauer, 1889","species","valid",,"Brauer, Friedrich, Redtenbacher & Ganglbauer. 1889. Fossile insekten aus der Juraformation Ost-Sibiriens. Memoires de l'Academie Imperiale des Sciences de St. Petersbourg 7 36(15):1-22",,"2013-07-20T16:40:00"
1153428,1153428,1153367,"Perlariopsis","Ping, 1928","genus","valid",,"Ping. 1928. Cretaceous fossil insects of China. Palaeontologia Sinica. Series B (Palaeont. Sin. (B)) 13:1-47",,"2013-07-20T16:40:00"
1153429,1153429,1153428,"Perlariopsis peipiaoensis","Ping, 1928","species","valid",,"Ping. 1928. Cretaceous fossil insects of China. Palaeontologia Sinica. Series B (Palaeont. Sin. (B)) 13:1-47","type","2013-07-20T16:40:00"
1153430,1153430,1153428,"Perlariopsis basalis","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153431,1153431,1153428,"Perlariopsis fidelis","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153432,1153432,1153428,"Perlariopsis gravis","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153433,1153433,1153428,"Perlariopsis martynovi","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153434,1153434,1153428,"Perlariopsis mediana","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153435,1153435,1153428,"Perlariopsis stipitatus","Sinitshenkova, 1985","species","valid",,"Sinitshenkova. 1985. [Jurassic stoneflies of south Siberia and adjacent territories (Perlida = Plecoptera).]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 211:148-171",,"2013-07-20T16:40:00"
1153436,1153436,1153428,"Perlariopsis terna","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1153437,1153437,1153341,"Nemouridae","Newman, 1853","family","valid",,"Newman. 1853. Proposed division of Neuroptera into two classes. Art. XXIX. The Zoologist: A Popular Miscellany of Natural History (Zoologist) 11(Appendix):clxxxii-cciv",,"2013-08-05T09:54:00"
1153438,1153437,1153341,"Nemuridae","Klapálek, 1905","family","junior synonym",,"Klapálek. 1905. Conspectus Plecopterorum Bohemiae. Casopis Ceskoslovenské Spolecnosti Entomologické (Cas. ces. Spol. ent.) 2:27-32",,"2013-07-20T16:40:00"
1153439,1153439,1153437,"Nemourinae","Newman, 1853","subfamily","valid",,"Newman. 1853. Proposed division of Neuroptera into two classes. Art. XXIX. The Zoologist: A Popular Miscellany of Natural History (Zoologist) 11(Appendix):clxxxii-cciv",,"2013-08-14T10:28:00"
1153440,1153440,1153439,"Nanonemoura","Baumann & Fiala, 2001","genus","valid",,"Baumann & Fiala. 2001. Nanonemoura, a new stonefly genus from the Columbia River Gorge, Oregon (Plecoptera: Nemouridae). Western North American Naturalist (West.N.Am.Nat.) 61(4):403-408",,"2013-07-20T16:40:00"
1153441,1153441,1153440,"Nanonemoura wahkeena","(Jewett, 1954)","species","valid",,"Jewett. 1954. New stoneflies from California and Oregon (Plecoptera). The Pan-Pacific Entomologist (Pan-Pac. Ent.) 30:167-180","type; in subgenus Zapada","2013-07-20T16:40:00"
1153442,1153442,1153439,"Lednia","Ricker, 1952","genus","valid",,"Ricker. 1952. Systematic Studies in Plecoptera. Indiana University Publications Science Series (Ind.Univ.Pub.Sci.Ser.) 18:1-200","as subgenus of Nemoura","2013-07-20T16:40:00"
1153443,1153443,1153442,"Lednia tumana","(Ricker, 1952)","species","valid",,"Ricker. 1952. Systematic Studies in Plecoptera. Indiana University Publications Science Series (Ind.Univ.Pub.Sci.Ser.) 18:1-200",,"2013-07-20T16:40:00"
1153444,1153444,1153442,"Lednia borealis","Baumann & Kondratieff, 2010","species","valid",,"Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327",,"2013-07-20T16:40:00"
1153445,1153445,1153442,"Lednia sierra","Baumann & Kondratieff, 2010","species","valid",,"Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327",,"2013-07-20T16:40:00"
1153446,1153446,1153442,"Lednia tetonica","Baumann & Call, 2012","species","valid",,"Baumann & Call. 2012. Lednia tetonica, a new species of stonefly from Wyoming (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 8(8):104-110",,"2013-07-20T16:40:00"
1153447,1153447,1153439,"Nemoura","Latreille, 1796","genus","valid",,"Latreille. 1796. Précis des Caracteres generiques des Insectes, disposés dans un ordre naturel par le Citoyen Latreille, Brive, Bordeaux 1-201 + I-XIII",,"2013-08-14T10:30:00"
1153448,1153448,1153447,"Nemoura brevilobata","(Klapálek, 1912)","species","valid",,"Klapálek. 1912. H. SAUTER'S Formosa-Ausbeute. Plecoptera. Entomologische Mitteilungen (Entomol. Mitt.) 1(11):342-351","placed by Zwick 1982 p.43","2013-07-20T16:40:00"
1153449,1153449,1153447,"Nemoura jezoensis","Okamoto, 1922","species","valid",,"Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI",,"2013-07-20T16:40:00"
1153450,1153449,1153447,"Nemoura gracilis","Zhiltzova, 1982","species","junior synonym",,"Zhiltzova. 1982. New stonefly species (Plecoptera, Nemouridae) from the Far East. Vestnik Zoologii (Vestn. Zool.) 1982(2):37-44",,"2013-07-20T16:40:00"
1153451,1153451,1153447,"Nemoura longicercia","Okamoto, 1922","species","valid",,"Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI",,"2013-07-20T16:40:00"
1153452,1153451,1153447,"Nemoura asakawae","Kohno, 1941","species","junior synonym",,"Kohno. 1941. Kontyu 15:132-138",,"2013-07-20T16:40:00"
1153453,1153453,1153447,"Nemoura chinonis","Okamoto, 1922","species","valid",,"Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI","to Nemoura by Shimizu 1994 p.214","2013-07-20T16:40:00"
1153454,1153454,1153447,"Nemoura jilinensis","Zhu & Yang, 2003","species","valid",,"Zhu, F. & Ding Yang. 2003. Two new species of Nemoura from China (Plecoptera, Nemouridae). Acta Zootaxonomica Sinica 28(3):474-477","in Chinese p 474","2013-07-20T16:40:00"
1153455,1153455,1153447,"Nemoura miaofengshanensis","Zhu & Yang, 2003","species","valid",,"Zhu, F. & Ding Yang. 2003. Two new species of Nemoura from China (Plecoptera, Nemouridae). Acta Zootaxonomica Sinica 28(3):474-477","in Chinese p. 474","2013-07-20T16:40:00"
1153456,1153456,1153447,"Nemoura pseudoerratica","Vinçon & Pardo, 2003","species","valid",,"Vinçon & Pardo. 2003. Two new Nemoura species from the northwestern Iberian Peninsula and the Pyrenees (Plecoptera, Nemouridae). Nouvelle Revue d'Entomologie (Nouv. Rev. Entomol.) 20(1):29-38",,"2013-07-20T16:40:00"
1153457,1153457,1153447,"Nemoura xistralensis","Vinçon & Pardo, 2003","species","valid",,"Vinçon & Pardo. 2003. Two new Nemoura species from the northwestern Iberian Peninsula and the Pyrenees (Plecoptera, Nemouridae). Nouvelle Revue d'Entomologie (Nouv. Rev. Entomol.) 20(1):29-38",,"2013-07-20T16:40:00"
1153458,1153458,1153447,"Nemoura espera","Ham & Lee, 1999","species","valid",,"Ham &  Lee. 1999. Four new species of Nemouridae (Plecoptera: Insecta) from Korea. Korean Journal of Biological Sciences (Korean J. Biol. Sci.) 3(2):119-125",,"2013-07-20T16:40:00"
1153459,1153459,1153447,"Nemoura rivorum","Ravizza & Ravizza-Dematteis, 1995","species","valid",,"Ravizza, C. & Ravizza-Dematteis. 1995. Nemoura rivorum, a new species of stonefly from the northern Apennines (Plecoptera, Nemouridae). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 68:153-158",,"2013-07-20T16:40:00"
1153460,1153460,1153447,"Nemoura ussuriensis","Zhiltzova, 1997","species","valid",,"Zhiltzova. 1997. In Teslenko & Zhiltzova. New and little known species of stoneflies (Plecoptera: Nemouridae and Perlodidae) from the Russian Far East. Aquatic Insects 19(1)",,"2013-07-20T16:40:00"
1153461,1153461,1153447,"Nemoura anguiculus","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153462,1153462,1153447,"Nemoura dentata","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153463,1153463,1153447,"Nemoura dentigera","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153464,1153464,1153447,"Nemoura formosana","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153465,1153465,1153447,"Nemoura longilobata","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153466,1153466,1153447,"Nemoura quadrituberata","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153467,1153467,1153447,"Nemoura saetifera","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153468,1153468,1153447,"Nemoura trivittata","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153469,1153469,1153447,"Nemoura zaohensis","Shimizu, 1997","species","valid",,"Shimizu. 1997. The species of the Nemoura ovocercia group (Plecoptera: Nemouridae). Aquatic Insects 19(4):193-218",,"2013-07-20T16:40:00"
1153470,1153470,1153447,"Nemoura rickeri","Jewett, 1971","species","valid",,"Jewett. 1971. Some Alaskan stoneflies (Plecoptera). The Pan-Pacific Entomologist (Pan-Pac. Ent.) 47:189-192",,"2013-07-20T16:40:00"
1153471,1153471,1153447,"Nemoura aetolica","Zwick, 1978","species","valid",,"Zwick, Peter. 1978. Steinfliegen (Plecoptera) aus Griechland und benachbarten Landern - 2. Teil. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 51(2-3):213-239",,"2013-07-20T16:40:00"
1153472,1153472,1153447,"Nemoura akagii","Kawai, 1960","species","valid",,"Kawai. 1960. Studies on the holognathous stoneflies of Japan, VI. A revision of the family Nemouridae. Mushi 34(5):115-136",,"2013-07-20T16:40:00"
1153473,1153473,1153447,"Nemoura almaatensis","Zhiltzova, 1979","species","valid",,"Zhiltzova. 1979. New species of stoneflies of the family Nemouridae (Plecoptera) from Asiatic part of the USSR. Trudy Zoologicheskogo Instituta Akademia Nauk (Trud. zool. Inst. Akad. Nauk) 88:10-14",,"2013-07-20T16:40:00"
1153474,1153474,1153447,"Nemoura apollo","Zwick, 1978","species","valid",,"Zwick, Peter. 1978. Steinfliegen (Plecoptera) aus Griechland und benachbarten Landern - 2. Teil. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 51(2-3):213-239",,"2013-07-20T16:40:00"
1153475,1153475,1153447,"Nemoura arlingtoni","Wu, 1939","species","valid",,"Wu, Chenfu F. 1939. First supplement to the stoneflies of China (Order Plecoptera). Bulletin of the Peking Society of Natural History (Bull. Pek. Soc. Nat. Hist.) 14(2):153-157",,"2013-07-20T16:40:00"
1153476,1153476,1153447,"Nemoura avicularis","Morton, 1894","species","valid",,"Morton. 1894. Palaearctic Nemourae. Transactions of the Entomological Society of London (Trans. ent. Soc. Lond.) 42:557-574",,"2013-07-20T16:40:00"
1153477,1153477,1153447,"Nemoura babai","Kawai, 1966","species","valid",,"Kawai. 1966. Studies on the Holognathous stoneflies of Japan Vll. The new species of Nemouridae. Mushi 39((12)):127-133",,"2013-07-20T16:40:00"
1153478,1153478,1153447,"Nemoura babiagorensis","Sowa, 1964","species","valid",,"Sowa. 1964. Drei interessante Arten der Nemoura-Gattung (Plecoptera) in Polen. Bulletin de l'Academie Polonaise des Sciences, Serie des Sciences Biologiques. Cl. 2 (Bull. Acad. pol. Sci. Cl. II Ser. Sci. biol.) 12:347-349",,"2013-07-20T16:40:00"
1153479,1153479,1153447,"Nemoura bituberculata","Kimmins, 1950","species","valid",,"Kimmins. 1950. Some Asamese Plecoptera, with descriptions of new species of Nemouridae. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 12 3:194-209",,"2013-09-16T08:41:00"
1153480,1153480,1153447,"Nemoura bokhari","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153481,1153481,1153447,"Nemoura braaschi","Joost, 1970","species","valid",,"Joost. 1970. Nemoura braaschi spec. nov., eine neue Plecoptere aus Bulgarien. Beiträge zur Entomologie (Beitr. Entomol.) 20((3/4)):313-315",,"2013-07-20T16:40:00"
1153482,1153482,1153447,"Nemoura brevicauda","Zwick, 1980","species","valid",,"Zwick, Peter. 1980. In Zwick, Peter & Sivec. Beitrage zur Kenntnis der Plecoptera des Himalaja. Entomologica Basiliensia (Entomol. Basil.) 5",,"2013-09-16T08:41:00"
1153483,1153483,1153447,"Nemoura brevipennis","Martynov, 1928","species","valid",,"Martynov. 1928. Zur Kenntnis der Plecopteren des Kaukasus. I. Nemuridae and Leuctridae des Zentralkaukasus. Trav. Stat. biol. Caucase N., Gorsky Inst. Argon. 5 2(2/3):18-42",,"2013-07-20T16:40:00"
1153484,1153484,1153447,"Nemoura bulgarica","Raušer, 1962","species","valid",,"Raušer. 1962. Plecoptera bulgarica-I. Acta Faunistica Entomologica Musei Nationalis Pragae (Acta Faun. Entomol. Mus. Natl. Pragae) 8:67-82",,"2013-07-20T16:40:00"
1153485,1153485,1153447,"Nemoura caligula","Zwick, 1978","species","valid",,"Zwick, Peter. 1978. Steinfliegen (Plecoptera) aus Griechland und benachbarten Landern - 2. Teil. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 51(2-3):213-239",,"2013-07-20T16:40:00"
1153486,1153486,1153447,"Nemoura cambrica","Stephens, 1836","species","valid",,"Stephens. 1836. Illustrations of British entomology; or a synopsis of indigenous insects: containing their generic and specific distinctions with an account of their metamorphoses, times of appearance, localities, food and economy, as far as practicable, with coloured figures (from Westwood) of the rare and more interesting species, Baldwin & Cradock, London 6:134-145",,"2013-07-20T16:40:00"
1153487,1153487,1153447,"Nemoura caspica","Aubert, 1964","species","valid",,"Aubert. 1964. Plécoptères du nord de l'Iran. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 37(1/2):69-80",,"2013-07-20T16:40:00"
1153488,1153488,1153447,"Nemoura ceciliae","Aubert, 1956","species","valid",,"Aubert. 1956. Contribution à l'étude des Plécoptères d'Espagne. Mèmoires de la Socièté Vaudoise des Sciences Naturelles (Mèm. Soc. Vaudoise Sci. Nat.) 11(5):209-276",,"2013-07-20T16:40:00"
1153489,1153489,1153447,"Nemoura cercispinosa","Kawai, 1960","species","valid",,"Kawai. 1960. Studies on the holognathous stoneflies of Japan, VI. A revision of the family Nemouridae. Mushi 34(5):115-136",,"2013-07-20T16:40:00"
1153490,1153490,1153447,"Nemoura chattriki","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153491,1153491,1153447,"Nemoura luteicornis","Stephens, 1836","species","valid",,"Stephens. 1836. Illustrations of British entomology; or a synopsis of indigenous insects: containing their generic and specific distinctions with an account of their metamorphoses, times of appearance, localities, food and economy, as far as practicable, with coloured figures (from Westwood) of the rare and more interesting species, Baldwin & Cradock, London 6:134-145",,"2013-07-20T16:40:00"
1153492,1153492,1153447,"Nemoura chugi","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153493,1153493,1153447,"Nemoura cochleocercia","Wu, 1962","species","valid",,"Wu, Chenfu F. 1962. Results of the zoologico-botanical expedition to southwest China, 1955-1957 (Plecoptera). Acta Entomologica Sinica Suppl. (Acta ent. sin. suppl.) 11:139-160, 7 pls",,"2013-07-20T16:40:00"
1153494,1153494,1153447,"Nemoura confusa","Zwick, 1970","species","valid",,"Zwick, Peter. 1970. Was ist Nemoura marginata F. J. Pictet, 1836? Bestimmung eines Neotypus and Beschreibung eines Neotypus and Beschreibung einer neuen europaischen Nemoura Art. (Ins. Plecoptera). Revue Suisse de Zoologie (Rev. Suiss. Zool.) 77(2):261-272",,"2013-07-20T16:40:00"
1153495,1153495,1153447,"Nemoura dubitans","Morton, 1894","species","valid",,"Morton. 1894. Palaearctic Nemourae. Transactions of the Entomological Society of London (Trans. ent. Soc. Lond.) 42:557-574",,"2013-07-20T16:40:00"
1153496,1153496,1153447,"Nemoura elegantula","Martynov, 1928","species","valid",,"Martynov. 1928. Zur Kenntnis der Plecopteren des Kaukasus. I. Nemuridae and Leuctridae des Zentralkaukasus. Trav. Stat. biol. Caucase N., Gorsky Inst. Argon. 5 2(2/3):18-42",,"2013-07-20T16:40:00"
1153497,1153497,1153447,"Nemoura erratica","Claassen, 1936","species","valid","novum","Claassen. 1936. New Names for Stoneflies (Plecoptera). Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 29(4):622-623",,"2013-07-20T16:40:00"
1153498,1153497,1153447,"Nemoura risi","Despax, 1929","species","synonym","invalidum","Despax. 1929. Plécoptères pyrénéens. I. -  Etude et description de quelques formes du genre Nemoura LATR. Bulletin de la Société d'histoire Naturelle de Toulouse (Bull. Soc. Hist. nat. Toulouse) 58(1):77-104",,"2013-07-20T16:40:00"
1153499,1153499,1153447,"Nemoura flaviscapa","Aubert, 1956","species","valid",,"Aubert. 1956. Contribution à l'étude des Plècoptéres de Grèce. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 29(2):187-213",,"2013-07-20T16:40:00"
1153500,1153500,1153447,"Nemoura flexuosa","Aubert, 1949","species","valid",,"Aubert. 1949. Plécoptères helvétiques. Notes morphologiques et systématiques. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 22(2):217-236",,"2013-07-20T16:40:00"
1153501,1153501,1153447,"Nemoura fulva","(Šámal, 1921)","species","valid",,"Šámal. 1921. O nekterych novych a malo znamych druzch Plecopter Asijsko Australske oblasti. Casopis Ceskoslovenské Spolecnosti Entomologické (Cas. ces. Spol. ent.) 18:14-24",,"2013-07-20T16:40:00"
1153502,1153501,1153447,"Nemoura hirayamai","Matsumura, 1931","species","junior synonym",,"Matsumura. 1931. 6000 Illustrated Insects of the Japan Empire",,"2013-07-20T16:40:00"
1153503,1153501,1153447,"Nemoura pseudofulva","Kawai, 1954","species","junior synonym",,"Kawai. 1954. Studies on the holognathous stoneflies of Japan. I. Six new species of Nemouridae. Mushi 27(8):53-58, 6 figs.",,"2013-07-20T16:40:00"
1153504,1153504,1153447,"Nemoura uncinata","Despax, 1934","species","valid",,"Despax. 1934. Plecopteres pyreneens. VII. Etudo et description de quelques formes de Nemoures apparentees a Nemura marginata (Pict.). Bulletin de la Société d'histoire Naturelle de Toulouse (Bull. Soc. Hist. nat. Toulouse) 66:255-270","not a syn. by Zwick 1982 p.42; syn. of fulviceps by Aubert 1956","2013-07-20T16:40:00"
1153505,1153505,1153447,"Nemoura fulviceps","Klapálek, 1902","species","valid",,"Klapálek. 1902. Tres pérlidos de España. Boletín de la Sociedad Española de Historia Natural (Bol. Soc. Espan. Hist. Nat.) 2(2):111-115",,"2013-07-20T16:40:00"
