taxonID,acceptedNameUsageID,parentNameUsageID,scientificName,scientificNameAuthorship,taxonRank,taxonomicStatus,nomenclaturalStatus,namePublishedIn,taxonRemarks,modified
1153506,1153505,1153447,"Nemoura navasi","Aubert, 1953","species","junior synonym",,"Aubert. 1953. Plécoptères européens nouveaux. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 26:72-76",,"2013-07-20T16:40:00"
1153507,1153507,1153447,"Nemoura fusca","Kis, 1963","species","valid",,"Kis. 1963. Zur Kenntnis der Plecopteren-Fauna Rumaniens. Folia Entomologica Hungarica (Folia Entomol. Hung.) 16(3):67-82",,"2013-07-20T16:40:00"
1153508,1153508,1153447,"Nemoura geei","Wu, 1929","species","valid",,"Wu, Chenfu F. 1929. A second species of stonefly from Peiping. China Journal of Science and Arts. China Journal (China J.) 10(4):200-201",,"2013-09-16T08:41:00"
1153509,1153508,1153447,"Nemoura brevicercia","Zhiltzova, 1982","species","junior synonym",,"Zhiltzova. 1982. New stonefly species (Plecoptera, Nemouridae) from the Far East. Vestnik Zoologii (Vestn. Zool.) 1982(2):37-44",,"2013-07-20T16:40:00"
1153510,1153508,1153447,"Nemoura pekinensis","Claassen, 1929","species","junior synonym",,"Claassen. 1929. A new species of stonefly from China (Order Plecoptera, Family Nemouridae). Lingnan Sci. J. 7:511-512",,"2013-07-20T16:40:00"
1153511,1153511,1153447,"Nemoura gemma","Ham & Lee, 1998","species","valid",,"Ham &  Lee. 1998. Nemoura gemma, a new species of the Nemouridae (Insecta: Plecoptera) from Korea. Korean Journal of Systematic Zoology (Korean J. Syst. Zool.) 14(4):357-360",,"2013-07-20T16:40:00"
1153512,1153512,1153447,"Nemoura gladiata","Uéno, 1929","species","valid",,"Uéno. 1929. Studies on the stoneflies of Japan. Mem. Coll. Sci. (Mem.Coll.Sci.) 4(2):97-155 + 1 plate unpag.",,"2013-07-20T16:40:00"
1153513,1153513,1153447,"Nemoura hamata","Kis, 1965","species","valid",,"Kis. 1965. Beiträge zur Kenntnis der Plecopterenfauna Rumäniens. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 37(3):164-172",,"2013-07-20T16:40:00"
1153514,1153514,1153447,"Nemoura hamulata","Zhiltzova, 1971","species","valid",,"Zhiltzova. 1971. [On the knowlegde of Plecoptera from Middle Asia. New and little-known species of the family Nemouridae]. Entomologicheskoe Obozrenie (Entomol. Obozr.) 50(2):347-365",,"2013-07-20T16:40:00"
1153515,1153515,1153447,"Nemoura hangchowensis","Chu, 1928","species","valid",,"Chu. 1928. Description of a new Nemourid stone-fly from Hangchow. China Journal (China J.) 8:332-333",,"2013-07-20T16:40:00"
1153516,1153516,1153447,"Nemoura hesperiae","Consiglio, 1960","species","valid",,"Consiglio. 1960. Fauna di Romagna (collezioni Zangheri) - Plecotteri. Memorie della Societa Entomologica Italiana (Mem. Soc. Entomol. Ital.) 39:36-40 + 1 fig",,"2013-07-20T16:40:00"
1153517,1153517,1153447,"Nemoura illiesi","Mendl, 1968","species","valid",,"Mendl. 1968. Plecopteren aus Österreich (Insecta-Plecoptera). Ein Beitrag zur Kenntnis der Plecopteren-Fauna Österreichs. Gewässer und Abwässer (Gewäss. Abwäss.) 47:61-73",,"2013-07-20T16:40:00"
1153518,1153518,1153447,"Nemoura janeti","Wu, 1938","species","valid",,"Wu, Chenfu F. 1938. The stoneflies of China (Order Plecoptera). Bulletin of the Peking Society of Natural History (Bull. Pek. Soc. Nat. Hist.) 12(4):319-351",,"2013-07-20T16:40:00"
1153519,1153519,1153447,"Nemoura khasii","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153520,1153520,1153447,"Nemoura klapperichi","Sivec, 1981","species","valid",,"Sivec. 1981. A new species of Nemoura (Plecoptera: Nemouridae) from China. Aquatic Insects 3(2):79-80",,"2013-07-20T16:40:00"
1153521,1153521,1153447,"Nemoura kownackorum","Sowa, 1970","species","valid",,"Sowa. 1970. Deux plecopteres nouveaux de Bulgarie. Bulletin de l'Academie Polonaise des Sciences, Serie des Sciences Biologiques. Cl. 2 (Bull. Acad. pol. Sci. Cl. II Ser. Sci. biol.) 18:767-772",,"2013-07-20T16:40:00"
1153522,1153522,1153447,"Nemoura kuhleni","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153523,1153523,1153447,"Nemoura kuwayamai","Kawai, 1966","species","valid",,"Kawai. 1966. Plecoptera from the South Kurile Islands, with description of a new species. Mushi 39((10)):115-118",,"2013-07-20T16:40:00"
1153524,1153524,1153447,"Nemoura lahkipuri","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153525,1153525,1153447,"Nemoura lacustris","Pictet, 1865","species","valid",,"Pictet, A.E. 1865. Synopsis des névroptères d'Espagne, H. Georg, Genève 123",,"2013-07-20T16:40:00"
1153526,1153525,1153447,"Nemoura bolivari","Klapálek, 1902","species","junior synonym",,"Klapálek. 1902. Tres pérlidos de España. Boletín de la Sociedad Española de Historia Natural (Bol. Soc. Espan. Hist. Nat.) 2(2):111-115",,"2013-07-20T16:40:00"
1153527,1153525,1153447,"Nemoura caudata","Navás, 1924","species","junior synonym",,"Navás. 1924. Mis excursiones entomológicas del verano de 1924. Plecópteros. Brotéria (Série Zoologica) (Brotér.Sér.Zool.) 21:115-150",,"2013-07-20T16:40:00"
1153528,1153525,1153447,"Nemoura monspessulana","Despax, 1930","species","junior synonym",,"Despax. 1930. Nemoura monspessulana nov. sp. Plecoptere nouveau du Sud de la France. Bulletin de la Société d'histoire Naturelle de Toulouse (Bull. Soc. Hist. nat. Toulouse) 60(3):233-237",,"2013-07-20T16:40:00"
1153529,1153529,1153447,"Nemoura lepnevae","Zhiltzova, 1971","species","valid",,"Zhiltzova. 1971. [On the knowlegde of Plecoptera from Middle Asia. New and little-known species of the family Nemouridae]. Entomologicheskoe Obozrenie (Entomol. Obozr.) 50(2):347-365",,"2013-07-20T16:40:00"
1153530,1153530,1153447,"Nemoura linguata","Navás, 1918","species","valid",,"Navás. 1918. Neuropteros nuevos o poco conocidos. (Decima serie.). Mem. Acad. Barcelona (Mem.Acad. Barcelona) 3 14:339-366",,"2013-07-20T16:40:00"
1153531,1153530,1153447,"Nemoura riverai","Navás, 1929","species","junior synonym",,"Navás. 1929. Excursiones por Aragón durante el verano de 1929. Plecópteros. Boletín de la Sociedad entomológica de España (Bol. Soc. Entomol. Esp.) 12:125-134",,"2013-07-20T16:40:00"
1153532,1153530,1153447,"Nemoura sigma","Despax, 1929","species","junior synonym",,"Despax. 1929. Plécoptères pyrénéens. I. -  Etude et description de quelques formes du genre Nemoura LATR. Bulletin de la Société d'histoire Naturelle de Toulouse (Bull. Soc. Hist. nat. Toulouse) 58(1):77-104",,"2013-07-20T16:40:00"
1153533,1153530,1153447,"Nemoura sigma pedestris","Despax, 1934","species","junior synonym",,"Despax. 1934. Plecopteres pyreneens. VII. Etudo et description de quelques formes de Nemoures apparentees a Nemura marginata (Pict.). Bulletin de la Société d'histoire Naturelle de Toulouse (Bull. Soc. Hist. nat. Toulouse) 66:255-270",,"2013-07-20T16:40:00"
1153534,1153534,1153447,"Nemoura longicauda","Kis, 1964","species","valid",,"Kis. 1964. Nemoura longicauda n. sp. und Leuctra tramsylvanica n. sp., neue Plecopteren aus Rumanien. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 36(4):330-332",,"2013-07-20T16:40:00"
1153535,1153535,1153447,"Nemoura lucana","Nicolai & Fochetti, 1991","species","valid",,"Nicolai & Fochetti. 1991. Nemoura lucana, a new species from the Italian southern Apennine (Plecoptera, Nemouridae). Aquatic Insects 13(4):245-249",,"2013-07-20T16:40:00"
1153536,1153536,1153447,"Nemoura magnicauda","Zwick, 1980","species","valid",,"Zwick, Peter. 1980. In Zwick, Peter & Sivec. Beitrage zur Kenntnis der Plecoptera des Himalaja. Entomologica Basiliensia (Entomol. Basil.) 5",,"2013-09-16T08:41:00"
1153537,1153537,1153447,"Nemoura manchuriana","Uéno, 1941","species","valid",,"Uéno. 1941. [Reports on the insect-fauna of Manchuria. V. Plecoptera. Manchurian stoneflies]. Kontyu 15(2):21-27",,"2013-07-20T16:40:00"
1153538,1153538,1153447,"Nemoura marginata","Pictet, 1836","species","valid",,"Pictet, François Jules. 1836. Description de quelques nouvelles espéces d'Insectes du Bassin du Léman. Némoures. Memoires Societe Physique Histoire naturelle (Mem. Soc. Phys. Hist. nat.) 7:173-190",,"2013-07-20T16:40:00"
1153539,1153538,1153447,"Nemoura banatica","Kis, 1965","species","junior synonym",,"Kis. 1965. Contributii la Cuonasterea Genului Nemoura (Plecoptera) di n R. P. R. Stud. Univ. Babes-Bolyai Biol. 1965((2)):63-69",,"2013-07-20T16:40:00"
1153540,1153540,1153447,"Nemoura martynovia","Claassen, 1936","species","valid","novum","Claassen. 1936. New Names for Stoneflies (Plecoptera). Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 29(4):622-623",,"2013-07-20T16:40:00"
1153541,1153540,1153447,"Nemura pallida","Martynov, 1928","species","synonym",,"Martynov. 1928. Zur Kenntnis der Plecopteren des Kaukasus. I. Nemuridae and Leuctridae des Zentralkaukasus. Trav. Stat. biol. Caucase N., Gorsky Inst. Argon. 5 2(2/3):18-42",,"2013-07-20T16:40:00"
1153542,1153542,1153447,"Nemoura matangshanensis","Wu, 1935","species","valid",,"Wu, Chenfu F. 1935. New species of stoneflies from east and south China. Bulletin of the Peking Society of Natural History (Bull. Pek. Soc. Nat. Hist.) 9(3):227-243",,"2013-07-20T16:40:00"
1153543,1153543,1153447,"Nemoura mawlangi","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153544,1153544,1153447,"Nemoura minima","Aubert, 1946","species","valid",,"Aubert. 1946. Les Plécopteres de la Suisse Romande. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 20:8-128",,"2013-07-20T16:40:00"
1153545,1153545,1153447,"Nemoura monticola","Raušer, 1965","species","valid",,"Raušer. 1965. Plecopteres nouveaux pour la Tchecoslovaquie. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 37(3):157-163",,"2013-07-20T16:40:00"
1153546,1153546,1153447,"Nemoura mortoni","Ris, 1902","species","valid",,"Ris. 1902. Die schweizerischen Arten der Perliden-Gattung Nemura. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 10(9):378-405, + 6 Taf., 432",,"2013-07-20T16:40:00"
1153547,1153547,1153447,"Nemoura moselyi","Despax, 1934","species","valid",,"Despax. 1934. Plecopteres pyreneens. VII. Etudo et description de quelques formes de Nemoures apparentees a Nemura marginata (Pict.). Bulletin de la Société d'histoire Naturelle de Toulouse (Bull. Soc. Hist. nat. Toulouse) 66:255-270",,"2013-07-20T16:40:00"
1153548,1153548,1153447,"Nemoura nankinensis","Wu, 1926","species","valid",,"Wu, Chenfu F. 1926. Two new species of stoneflies from Nanking. China Journal (China J.) 5(6):331-332",,"2013-07-20T16:40:00"
1153549,1153549,1153447,"Nemoura naraiensis","Kawai, 1954","species","valid",,"Kawai. 1954. Studies on the holognathous stoneflies of Japan. I. Six new species of Nemouridae. Mushi 27(8):53-58, 6 figs.",,"2013-07-20T16:40:00"
1153550,1153550,1153447,"Nemoura needhamia","Wu, 1927","species","valid",,"Wu, Chenfu F. 1927. A new species of stonefly from Peking. China Journal of Science and Arts. China Journal (China J.) 7(7):307",,"2013-07-20T16:40:00"
1153551,1153551,1153447,"Nemoura nepalensis","Zwick, 1980","species","valid",,"Zwick, Peter. 1980. In Zwick, Peter & Sivec. Beitrage zur Kenntnis der Plecoptera des Himalaja. Entomologica Basiliensia (Entomol. Basil.) 5",,"2013-09-16T08:41:00"
1153552,1153552,1153447,"Nemoura nigrodentata","Zhiltzova, 1980","species","valid",,"Zhiltzova. 1980. [A new species of genus Nemoura (Plecoptera, Nemouridae) from Mongolia and Khabarovsk district]. Insects of Mongolia, Nauka Publishers (Leningrad); Izdatel'stvo Nauka, Leningradskoe Otdelenie, Leningrad 7:28-30",,"2013-07-20T16:40:00"
1153553,1153553,1153447,"Nemoura normani","Ricker, 1952","species","valid",,"Ricker. 1952. Systematic Studies in Plecoptera. Indiana University Publications Science Series (Ind.Univ.Pub.Sci.Ser.) 18:1-200",,"2013-07-20T16:40:00"
1153554,1153554,1153447,"Nemoura obtusa","Ris, 1902","species","valid",,"Ris. 1902. Die schweizerischen Arten der Perliden-Gattung Nemura. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 10(9):378-405, + 6 Taf., 432",,"2013-07-20T16:40:00"
1153555,1153555,1153447,"Nemoura oropensis","Ravizza & Ravizza-Dematteis, 1980","species","valid",,"Ravizza, C. & Ravizza-Dematteis. 1980. Nemoura oropensis n. sp., endemica dei monti del Biellese (Alpi Pennine) (Plecoptera). Natura (Milan) 71(1-2):92-100",,"2013-07-20T16:40:00"
1153556,1153556,1153447,"Nemoura ovocercia","Kawai, 1960","species","valid",,"Kawai. 1960. Studies on the holognathous stoneflies of Japan, VI. A revision of the family Nemouridae. Mushi 34(5):115-136",,"2013-07-20T16:40:00"
1153557,1153557,1153447,"Nemoura ovoidalis","Kis, 1965","species","valid",,"Kis. 1965. Beiträge zur Kenntnis der Plecopterenfauna Rumäniens. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 37(3):164-172",,"2013-07-20T16:40:00"
1153558,1153558,1153447,"Nemoura palliventris","Aubert, 1953","species","valid",,"Aubert. 1953. Contribution a Fetude des Plecopteres et des Ephemeropteres de la Calabre. Ann. Ist. Mus. Zool. Univ. Napoli 5(2):1-35",,"2013-07-20T16:40:00"
1153559,1153558,1153447,"Nemoura silana","Aubert, 1953","species","junior synonym",,"Aubert. 1953. Contribution a Fetude des Plecopteres et des Ephemeropteres de la Calabre. Ann. Ist. Mus. Zool. Univ. Napoli 5(2):1-35",,"2013-07-20T16:40:00"
1153560,1153560,1153447,"Nemoura papilla","Okamoto, 1922","species","valid",,"Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI",,"2013-07-20T16:40:00"
1153561,1153560,1153447,"Nemoura levanidovae","Zwick, 1974","species","junior synonym",,"Zwick, Peter. 1974. Zwei neue Nemouridae (lns., Plecoptera) aus dem Fernen Osten 4(1):75-78",,"2013-07-20T16:40:00"
1153562,1153560,1153447,"Nemoura (Nemoura) denticulata","Kawai, 1954","species","junior synonym",,"Kawai. 1954. Studies on the holognathous stoneflies of Japan. I. Six new species of Nemouridae. Mushi 27(8):53-58, 6 figs.",,"2013-07-20T16:40:00"
1153563,1153563,1153447,"Nemoura parafulva","Zhiltzova, 1981","species","valid",,"Zhiltzova. 1981. New species of stoneflies (Plecoptera) from the Far East. Trudy Zoologicheskogo Instituta Akademia Nauk (Trud. zool. Inst. Akad. Nauk) 92:3-7",,"2013-07-20T16:40:00"
1153564,1153564,1153447,"Nemoura peristeri","Aubert, 1963","species","valid",,"Aubert. 1963. Quelques Plécoptères de Yougoslavie. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 36(1/2):127-128",,"2013-07-20T16:40:00"
1153565,1153565,1153447,"Nemoura persica","Zwick, 1980","species","valid",,"Zwick, Peter. 1980. Notes on Plecoptera (2). Aquatic Insects 2(3):170","Nemoura irani Aubert 1964 related, if exist?","2013-07-20T16:40:00"
1153566,1153566,1153447,"Nemoura pesarinii","Ravizza & Ravizza-Dematteis, 1979","species","valid",,"Ravizza, C. & Ravizza-Dematteis. 1979. Un nuovo plecottero delle Alpi Pennine: Nemoura pesarinii n. sp. Atti della Societa Italiana di Scienze Naturali e del Museo Civico di Storia Naturale in Milano (Atti Soc. Ital. Sci. Nat. Mus. Civ. Stor. Nat. Milano) 120(1-2):3-10",,"2013-07-20T16:40:00"
1153567,1153567,1153447,"Nemoura pirinensis","Raušer, 1962","species","valid",,"Raušer. 1962. Plecoptera bulgarica-I. Acta Faunistica Entomologica Musei Nationalis Pragae (Acta Faun. Entomol. Mus. Natl. Pragae) 8:67-82",,"2013-07-20T16:40:00"
1153568,1153568,1153447,"Nemoura pygmaea","Braasch & Joost, 1972","species","valid",,"Braasch & Joost. 1972. Neue Steinfliegen (Plecoptera) aus Bulgarien. Mitteilungen aus dem Zoologischen Museum in Berlin (Mitteilungen zool. Mus. Berl.) 48(1):177-181",,"2013-07-20T16:40:00"
1153569,1153569,1153447,"Nemoura redimiculum","Kawai, 1966","species","valid",,"Kawai. 1966. Studies on the Holognathous stoneflies of Japan Vll. The new species of Nemouridae. Mushi 39((12)):127-133",,"2013-07-20T16:40:00"
1153570,1153570,1153447,"Nemoura rifensis","Aubert, 1960","species","valid",,"Aubert. 1960. Contribution à l'étude des Plécoptères du Maroc. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 33(4):213-222",,"2013-07-20T16:40:00"
1153571,1153571,1153447,"Nemoura sachaliensis","Matsumura, 1911","species","valid",,"Matsumura. 1911. Erster Beitrag zur Insektenfauna von Sachalin. Tohoku J. Agricult. Res. 4:1-145",,"2013-07-20T16:40:00"
1153572,1153571,1153447,"Nemoura sachalinensis","Claassen, 1940","species","synonym",,"Claassen. 1940. A catalogue of the Plecoptera of the world. Memoirs of the Cornell University Agricultural Experiment Station (Mem. Cornell agric. Exp. Sta.) 232:1-235",,"2013-07-20T16:40:00"
1153573,1153573,1153447,"Nemoura sahlbergi","Morton, 1896","species","valid",,"Morton. 1896. New and little-known Palaearctic Perlidae. Transactions of the Entomological Society of London (Trans. ent. Soc. Lond.) 44:55-63, 2pls.",,"2013-07-20T16:40:00"
1153574,1153574,1153573,"Nemoura sahlbergi problematica","Zwick, 1973","subspecies","invalid","dubimum","Zwick, Peter. 1973. Plecoptera from Korea. Annales historico-naturales Musei nationalis hungarici (Annales hist.-nat. Mus. natn. hung) 65:157-169",,"2013-07-20T16:40:00"
1153575,1153575,1153447,"Nemoura sciurus","Aubert, 1949","species","valid",,"Aubert. 1949. Plécoptères helvétiques. Notes morphologiques et systématiques. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 22(2):217-236",,"2013-07-20T16:40:00"
1153576,1153576,1153447,"Nemoura securigera","Klapálek, 1908","species","valid",,"Klapálek. 1908[1907]. Plecoptera: In Filchner Expedition China-Tibet, 1903-1905. Wissenschaftliche Zoologische-Botanische Ergebn. (Wiss. Zool. Botan. Ergebn.) 10:59-64",,"2013-07-20T16:40:00"
1153577,1153577,1153447,"Nemoura serrarimi","Aubert, 1967","species","valid",,"Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253",,"2013-09-16T08:41:00"
1153578,1153578,1153447,"Nemoura sinuata","Ris, 1902","species","valid",,"Ris. 1902. Die schweizerischen Arten der Perliden-Gattung Nemura. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 10(9):378-405, + 6 Taf., 432",,"2013-07-20T16:40:00"
